,index,name,hash,date,added_lines,deleted_lines,modifications,old_path,new_path,change_type,nloc,complexity
110,110,ClientWarningsTest.java,f288387917fd787f8476c2bca7dfb9d7892c24e8,2016-01-06 12:12:12,3,3,6,test/unit/org/apache/cassandra/service/ClientWarningsTest.java,test/unit/org/apache/cassandra/service/ClientWarningsTest.java,MODIFY,66,5
111,111,ClientWarningsTest.java,85b8d02aaebae25fa430b3d036058323a42c8e4e,2016-01-06 12:12:12,3,3,6,test/unit/org/apache/cassandra/service/ClientWarningsTest.java,test/unit/org/apache/cassandra/service/ClientWarningsTest.java,MODIFY,66,5
112,112,CipherFactory.java,47341eb6aaca318d0ffc0e9f906b98db50b9e9ff,2015-07-30 14:03:17,175,0,175,,src/java/org/apache/cassandra/security/CipherFactory.java,ADD,127,16
113,113,CipherFactory.java,f512995e09bf2364c0a9d7c22e34e30c231a5836,2015-08-06 05:14:15,1,1,2,src/java/org/apache/cassandra/security/CipherFactory.java,src/java/org/apache/cassandra/security/CipherFactory.java,MODIFY,127,16
114,114,JKSKeyProvider.java,47341eb6aaca318d0ffc0e9f906b98db50b9e9ff,2015-07-30 14:03:17,90,0,90,,src/java/org/apache/cassandra/security/JKSKeyProvider.java,ADD,61,8
115,115,JKSKeyProvider.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,8,9,src/java/org/apache/cassandra/security/JKSKeyProvider.java,src/java/org/apache/cassandra/security/JKSKeyProvider.java,MODIFY,54,8
116,116,Util.java,313d9c9b530d03ff750220f275e4691c2af6ce3c,2015-08-03 16:34:29,5,0,5,test/unit/org/apache/cassandra/Util.java,test/unit/org/apache/cassandra/Util.java,MODIFY,436,76
117,117,Util.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,16,8,24,test/unit/org/apache/cassandra/Util.java,test/unit/org/apache/cassandra/Util.java,MODIFY,450,77
118,118,RangeTombstoneList.java,1db386e46e451250b2375060f92093f670091c02,2015-05-06 16:50:47,0,1,1,src/java/org/apache/cassandra/db/RangeTombstoneList.java,src/java/org/apache/cassandra/db/RangeTombstoneList.java,MODIFY,536,140
119,119,RangeTombstoneList.java,6b7db8a534797d0ca7ebae506b265efd03e679ee,2016-01-01 13:56:30,1,1,2,src/java/org/apache/cassandra/db/RangeTombstoneList.java,src/java/org/apache/cassandra/db/RangeTombstoneList.java,MODIFY,519,139
120,120,ByteBufferUtil.java,1db386e46e451250b2375060f92093f670091c02,2015-05-06 16:50:47,8,1,9,src/java/org/apache/cassandra/utils/ByteBufferUtil.java,src/java/org/apache/cassandra/utils/ByteBufferUtil.java,MODIFY,372,81
121,121,ByteBufferUtil.java,6536c05b48b08de9048f68967a5f69d17d56d6fd,2015-12-28 15:15:15,0,1,1,src/java/org/apache/cassandra/utils/ByteBufferUtil.java,src/java/org/apache/cassandra/utils/ByteBufferUtil.java,MODIFY,370,80
122,122,PartitionUpdate.java,520089b52faef1abbd270c6de130bf6c576ab1c0,2015-08-28 14:56:45,26,19,45,src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,MODIFY,458,80
123,123,PartitionUpdate.java,270e986264392b1ea10689768dcbb9403e449fd9,2015-12-22 10:46:26,22,0,22,src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,src/java/org/apache/cassandra/db/partitions/PartitionUpdate.java,MODIFY,474,83
124,124,CassandraDaemon.java,bd46463fbb7d6b0998c837450ce61df13eda041d,2015-09-30 15:43:43,35,28,63,src/java/org/apache/cassandra/service/CassandraDaemon.java,src/java/org/apache/cassandra/service/CassandraDaemon.java,MODIFY,522,95
125,125,CassandraDaemon.java,dff2214595c5e2b0b8f3781186df55bd90c6728c,2015-12-11 16:50:34,2,0,2,src/java/org/apache/cassandra/service/CassandraDaemon.java,src/java/org/apache/cassandra/service/CassandraDaemon.java,MODIFY,471,82
126,126,TimeFcts.java,2d991a7e4cc73b522f2c8adf14b5ff37a7947427,2015-09-24 14:09:21,2,2,4,src/java/org/apache/cassandra/cql3/functions/TimeFcts.java,src/java/org/apache/cassandra/cql3/functions/TimeFcts.java,MODIFY,168,28
127,127,TimeFcts.java,269c5d4f85d6e4edd1a100533c9adb88a36ade70,2015-11-16 15:04:51,9,9,18,src/java/org/apache/cassandra/cql3/functions/TimeFcts.java,src/java/org/apache/cassandra/cql3/functions/TimeFcts.java,MODIFY,168,28
128,128,SelectStatement.java,2d991a7e4cc73b522f2c8adf14b5ff37a7947427,2015-09-24 14:09:21,2,2,4,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,803,157
129,129,SelectStatement.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,9,9,18,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,MODIFY,803,157
130,130,ClientState.java,2d991a7e4cc73b522f2c8adf14b5ff37a7947427,2015-09-24 14:09:21,7,0,7,src/java/org/apache/cassandra/service/ClientState.java,src/java/org/apache/cassandra/service/ClientState.java,MODIFY,263,74
131,131,ClientState.java,f54eab71d299429e17f315734484fb176f542167,2015-12-12 15:37:40,2,2,4,src/java/org/apache/cassandra/service/ClientState.java,src/java/org/apache/cassandra/service/ClientState.java,MODIFY,263,74
132,132,UUIDGen.java,2d991a7e4cc73b522f2c8adf14b5ff37a7947427,2015-09-24 14:09:21,9,0,9,src/java/org/apache/cassandra/utils/UUIDGen.java,src/java/org/apache/cassandra/utils/UUIDGen.java,MODIFY,177,36
133,133,UUIDGen.java,6b7db8a534797d0ca7ebae506b265efd03e679ee,2016-01-01 13:56:30,1,1,2,src/java/org/apache/cassandra/utils/UUIDGen.java,src/java/org/apache/cassandra/utils/UUIDGen.java,MODIFY,177,36
134,134,ReadCommandVerbHandler.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,11,2,13,src/java/org/apache/cassandra/db/ReadCommandVerbHandler.java,src/java/org/apache/cassandra/db/ReadCommandVerbHandler.java,MODIFY,40,4
135,135,ReadCommandVerbHandler.java,c9ef25fd81501005b6484baf064081efc557f3f4,2015-12-15 21:39:16,1,1,2,src/java/org/apache/cassandra/db/ReadCommandVerbHandler.java,src/java/org/apache/cassandra/db/ReadCommandVerbHandler.java,MODIFY,40,4
136,136,ReadExecutionController.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,12,7,19,src/java/org/apache/cassandra/db/ReadOrderGroup.java,src/java/org/apache/cassandra/db/ReadExecutionController.java,RENAME,96,16
137,137,ReadExecutionController.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,4,2,6,src/java/org/apache/cassandra/db/ReadExecutionController.java,src/java/org/apache/cassandra/db/ReadExecutionController.java,MODIFY,98,16
138,138,SinglePartitionReadCommand.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,17,12,29,src/java/org/apache/cassandra/db/SinglePartitionReadCommand.java,src/java/org/apache/cassandra/db/SinglePartitionReadCommand.java,MODIFY,350,63
139,139,SinglePartitionReadCommand.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,1,2,src/java/org/apache/cassandra/db/SinglePartitionReadCommand.java,src/java/org/apache/cassandra/db/SinglePartitionReadCommand.java,MODIFY,350,63
140,140,SinglePartitionSliceCommand.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,1,1,2,src/java/org/apache/cassandra/db/SinglePartitionSliceCommand.java,src/java/org/apache/cassandra/db/SinglePartitionSliceCommand.java,MODIFY,170,29
141,141,SinglePartitionSliceCommand.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,2,5,7,src/java/org/apache/cassandra/db/SinglePartitionSliceCommand.java,src/java/org/apache/cassandra/db/SinglePartitionSliceCommand.java,MODIFY,166,29
142,142,CompositesSearcher.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,3,3,6,src/java/org/apache/cassandra/index/internal/composites/CompositesSearcher.java,src/java/org/apache/cassandra/index/internal/composites/CompositesSearcher.java,MODIFY,178,22
143,143,CompositesSearcher.java,0f5e780781ce3f0cb3732515dacc7e467571a7c9,2015-12-18 09:14:57,61,61,122,src/java/org/apache/cassandra/index/internal/composites/CompositesSearcher.java,src/java/org/apache/cassandra/index/internal/composites/CompositesSearcher.java,MODIFY,183,23
144,144,IncomingTcpConnection.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,2,13,15,src/java/org/apache/cassandra/net/IncomingTcpConnection.java,src/java/org/apache/cassandra/net/IncomingTcpConnection.java,MODIFY,158,20
145,145,IncomingTcpConnection.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,0,1,src/java/org/apache/cassandra/net/IncomingTcpConnection.java,src/java/org/apache/cassandra/net/IncomingTcpConnection.java,MODIFY,159,20
146,146,MultiPartitionPager.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,8,8,16,src/java/org/apache/cassandra/service/pager/MultiPartitionPager.java,src/java/org/apache/cassandra/service/pager/MultiPartitionPager.java,MODIFY,128,31
147,147,MultiPartitionPager.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,2,1,3,src/java/org/apache/cassandra/service/pager/MultiPartitionPager.java,src/java/org/apache/cassandra/service/pager/MultiPartitionPager.java,MODIFY,129,31
148,148,FBUtilities.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,12,0,12,src/java/org/apache/cassandra/utils/FBUtilities.java,src/java/org/apache/cassandra/utils/FBUtilities.java,MODIFY,662,132
149,149,FBUtilities.java,94c361d1a7a63490f1b66f5b10e02579516c5eae,2015-11-26 13:00:20,16,0,16,src/java/org/apache/cassandra/utils/FBUtilities.java,src/java/org/apache/cassandra/utils/FBUtilities.java,MODIFY,669,132
150,150,ReadCommandTest.java,557bbbccb0eddc9f2ba6431b023b3ded253de056,2015-07-03 15:16:15,145,0,145,,test/unit/org/apache/cassandra/db/ReadCommandTest.java,ADD,99,4
151,151,ReadCommandTest.java,881e2da0a4c37f54fbd52ed66f080e33af02b978,2015-10-20 11:32:52,5,1,6,test/unit/org/apache/cassandra/db/ReadCommandTest.java,test/unit/org/apache/cassandra/db/ReadCommandTest.java,MODIFY,101,4
152,152,Memtable.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,2,0,2,src/java/org/apache/cassandra/db/Memtable.java,src/java/org/apache/cassandra/db/Memtable.java,MODIFY,438,84
153,153,Memtable.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,99,94,193,src/java/org/apache/cassandra/db/Memtable.java,src/java/org/apache/cassandra/db/Memtable.java,MODIFY,449,89
154,154,SystemKeyspace.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,2,3,src/java/org/apache/cassandra/db/SystemKeyspace.java,src/java/org/apache/cassandra/db/SystemKeyspace.java,MODIFY,1087,144
155,155,SystemKeyspace.java,269c5d4f85d6e4edd1a100533c9adb88a36ade70,2015-11-16 15:04:51,1,0,1,src/java/org/apache/cassandra/db/SystemKeyspace.java,src/java/org/apache/cassandra/db/SystemKeyspace.java,MODIFY,1086,146
156,156,Scrubber.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,1,2,src/java/org/apache/cassandra/db/compaction/Scrubber.java,src/java/org/apache/cassandra/db/compaction/Scrubber.java,MODIFY,381,74
157,157,Scrubber.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,2,5,7,src/java/org/apache/cassandra/db/compaction/Scrubber.java,src/java/org/apache/cassandra/db/compaction/Scrubber.java,MODIFY,380,73
158,158,Upgrader.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,2,3,src/java/org/apache/cassandra/db/compaction/Upgrader.java,src/java/org/apache/cassandra/db/compaction/Upgrader.java,MODIFY,87,7
159,159,Upgrader.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,1,0,1,src/java/org/apache/cassandra/db/compaction/Upgrader.java,src/java/org/apache/cassandra/db/compaction/Upgrader.java,MODIFY,88,7
160,160,CompactionAwareWriter.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,8,3,11,src/java/org/apache/cassandra/db/compaction/writers/CompactionAwareWriter.java,src/java/org/apache/cassandra/db/compaction/writers/CompactionAwareWriter.java,MODIFY,95,13
161,161,CompactionAwareWriter.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,77,14,91,src/java/org/apache/cassandra/db/compaction/writers/CompactionAwareWriter.java,src/java/org/apache/cassandra/db/compaction/writers/CompactionAwareWriter.java,MODIFY,145,25
162,162,ChecksummedDataInput.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,0,1,src/java/org/apache/cassandra/hints/ChecksummedDataInput.java,src/java/org/apache/cassandra/hints/ChecksummedDataInput.java,MODIFY,110,19
163,163,ChecksummedDataInput.java,c20566fa64031dd30a1f731eee1394264977eb6f,2015-12-14 16:09:55,12,3,15,src/java/org/apache/cassandra/hints/ChecksummedDataInput.java,src/java/org/apache/cassandra/hints/ChecksummedDataInput.java,MODIFY,118,20
164,164,HintsReader.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,3,2,5,src/java/org/apache/cassandra/hints/HintsReader.java,src/java/org/apache/cassandra/hints/HintsReader.java,MODIFY,217,36
165,165,HintsReader.java,c20566fa64031dd30a1f731eee1394264977eb6f,2015-12-14 16:09:55,16,6,22,src/java/org/apache/cassandra/hints/HintsReader.java,src/java/org/apache/cassandra/hints/HintsReader.java,MODIFY,224,38
166,166,HintsWriteExecutor.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,6,6,12,src/java/org/apache/cassandra/hints/HintsWriteExecutor.java,src/java/org/apache/cassandra/hints/HintsWriteExecutor.java,MODIFY,164,27
167,167,HintsWriteExecutor.java,c20566fa64031dd30a1f731eee1394264977eb6f,2015-12-14 16:09:55,1,1,2,src/java/org/apache/cassandra/hints/HintsWriteExecutor.java,src/java/org/apache/cassandra/hints/HintsWriteExecutor.java,MODIFY,164,27
168,168,HintsWriter.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,2,2,4,src/java/org/apache/cassandra/hints/HintsWriter.java,src/java/org/apache/cassandra/hints/HintsWriter.java,MODIFY,184,26
169,169,HintsWriter.java,c20566fa64031dd30a1f731eee1394264977eb6f,2015-12-14 16:09:55,43,17,60,src/java/org/apache/cassandra/hints/HintsWriter.java,src/java/org/apache/cassandra/hints/HintsWriter.java,MODIFY,206,30
170,170,SSTableTxnWriter.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,10,0,10,src/java/org/apache/cassandra/io/sstable/SSTableTxnWriter.java,src/java/org/apache/cassandra/io/sstable/SSTableTxnWriter.java,MODIFY,89,14
171,171,SSTableTxnWriter.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,9,2,11,src/java/org/apache/cassandra/io/sstable/SSTableTxnWriter.java,src/java/org/apache/cassandra/io/sstable/SSTableTxnWriter.java,MODIFY,91,13
172,172,StreamReader.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,1,2,src/java/org/apache/cassandra/streaming/StreamReader.java,src/java/org/apache/cassandra/streaming/StreamReader.java,MODIFY,213,36
173,173,StreamReader.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,3,8,11,src/java/org/apache/cassandra/streaming/StreamReader.java,src/java/org/apache/cassandra/streaming/StreamReader.java,MODIFY,213,37
174,174,CompressedStreamReader.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,2,3,src/java/org/apache/cassandra/streaming/compress/CompressedStreamReader.java,src/java/org/apache/cassandra/streaming/compress/CompressedStreamReader.java,MODIFY,80,9
175,175,CompressedStreamReader.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,2,1,3,src/java/org/apache/cassandra/streaming/compress/CompressedStreamReader.java,src/java/org/apache/cassandra/streaming/compress/CompressedStreamReader.java,MODIFY,89,10
176,176,RealTransactionsTest.java,127f7c5844f938649de0f3a5dec630b3c5cda256,2015-09-30 12:41:30,1,1,2,test/unit/org/apache/cassandra/db/lifecycle/RealTransactionsTest.java,test/unit/org/apache/cassandra/db/lifecycle/RealTransactionsTest.java,MODIFY,160,16
177,177,RealTransactionsTest.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,1,0,1,test/unit/org/apache/cassandra/db/lifecycle/RealTransactionsTest.java,test/unit/org/apache/cassandra/db/lifecycle/RealTransactionsTest.java,MODIFY,162,16
178,178,CastFctsTest.java,269c5d4f85d6e4edd1a100533c9adb88a36ade70,2015-11-16 15:04:51,295,0,295,,test/unit/org/apache/cassandra/cql3/functions/CastFctsTest.java,ADD,238,5
179,179,CastFctsTest.java,485c23d29b558b1561df3dc219e4e8f887c09234,2015-12-10 21:28:16,19,0,19,test/unit/org/apache/cassandra/cql3/functions/CastFctsTest.java,test/unit/org/apache/cassandra/cql3/functions/CastFctsTest.java,MODIFY,254,6
180,180,NetworkTopologyStrategy.java,c000da13563907b99fe220a7c8bde3c1dec74ad5,2015-08-26 16:08:57,94,63,157,src/java/org/apache/cassandra/locator/NetworkTopologyStrategy.java,src/java/org/apache/cassandra/locator/NetworkTopologyStrategy.java,MODIFY,143,33
181,181,NetworkTopologyStrategy.java,0f5e780781ce3f0cb3732515dacc7e467571a7c9,2015-12-18 09:14:57,0,6,6,src/java/org/apache/cassandra/locator/NetworkTopologyStrategy.java,src/java/org/apache/cassandra/locator/NetworkTopologyStrategy.java,MODIFY,139,32
182,182,TokenMetadata.java,c000da13563907b99fe220a7c8bde3c1dec74ad5,2015-08-26 16:08:57,15,6,21,src/java/org/apache/cassandra/locator/TokenMetadata.java,src/java/org/apache/cassandra/locator/TokenMetadata.java,MODIFY,929,163
183,183,TokenMetadata.java,6ff1cbb3ee1b7e6f261aeb454854dd249ab605df,2016-01-05 15:22:06,31,30,61,src/java/org/apache/cassandra/locator/TokenMetadata.java,src/java/org/apache/cassandra/locator/TokenMetadata.java,MODIFY,910,157
184,184,CompactionStrategyManager.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,10,3,13,src/java/org/apache/cassandra/db/compaction/CompactionStrategyManager.java,src/java/org/apache/cassandra/db/compaction/CompactionStrategyManager.java,MODIFY,398,91
185,185,CompactionStrategyManager.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,244,117,361,src/java/org/apache/cassandra/db/compaction/CompactionStrategyManager.java,src/java/org/apache/cassandra/db/compaction/CompactionStrategyManager.java,MODIFY,496,116
186,186,DefaultCompactionWriter.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,1,0,1,src/java/org/apache/cassandra/db/compaction/writers/DefaultCompactionWriter.java,src/java/org/apache/cassandra/db/compaction/writers/DefaultCompactionWriter.java,MODIFY,50,5
187,187,DefaultCompactionWriter.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,13,4,17,src/java/org/apache/cassandra/db/compaction/writers/DefaultCompactionWriter.java,src/java/org/apache/cassandra/db/compaction/writers/DefaultCompactionWriter.java,MODIFY,58,6
188,188,MajorLeveledCompactionWriter.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,1,0,1,src/java/org/apache/cassandra/db/compaction/writers/MajorLeveledCompactionWriter.java,src/java/org/apache/cassandra/db/compaction/writers/MajorLeveledCompactionWriter.java,MODIFY,86,6
189,189,MajorLeveledCompactionWriter.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,27,26,53,src/java/org/apache/cassandra/db/compaction/writers/MajorLeveledCompactionWriter.java,src/java/org/apache/cassandra/db/compaction/writers/MajorLeveledCompactionWriter.java,MODIFY,87,7
190,190,MaxSSTableSizeWriter.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,1,0,1,src/java/org/apache/cassandra/db/compaction/writers/MaxSSTableSizeWriter.java,src/java/org/apache/cassandra/db/compaction/writers/MaxSSTableSizeWriter.java,MODIFY,75,6
191,191,MaxSSTableSizeWriter.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,14,8,22,src/java/org/apache/cassandra/db/compaction/writers/MaxSSTableSizeWriter.java,src/java/org/apache/cassandra/db/compaction/writers/MaxSSTableSizeWriter.java,MODIFY,81,7
192,192,SplittingSizeTieredCompactionWriter.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,1,0,1,src/java/org/apache/cassandra/db/compaction/writers/SplittingSizeTieredCompactionWriter.java,src/java/org/apache/cassandra/db/compaction/writers/SplittingSizeTieredCompactionWriter.java,MODIFY,85,9
193,193,SplittingSizeTieredCompactionWriter.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,11,6,17,src/java/org/apache/cassandra/db/compaction/writers/SplittingSizeTieredCompactionWriter.java,src/java/org/apache/cassandra/db/compaction/writers/SplittingSizeTieredCompactionWriter.java,MODIFY,90,10
194,194,ScrubTest.java,f81a91d3fe0d1cd93f093c74356a1d7d018ed22f,2015-11-06 18:38:47,1,1,2,test/unit/org/apache/cassandra/db/ScrubTest.java,test/unit/org/apache/cassandra/db/ScrubTest.java,MODIFY,503,51
195,195,ScrubTest.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,3,3,6,test/unit/org/apache/cassandra/db/ScrubTest.java,test/unit/org/apache/cassandra/db/ScrubTest.java,MODIFY,503,51
196,196,CassandraIndex.java,440366edd0ef0e1c6c1af69230dabc996d967626,2015-11-19 15:56:42,3,3,6,src/java/org/apache/cassandra/index/internal/CassandraIndex.java,src/java/org/apache/cassandra/index/internal/CassandraIndex.java,MODIFY,620,108
197,197,CassandraIndex.java,01d26dd3fc35a6b22a538f75545b0d9b739ee48d,2016-01-04 22:33:44,5,2,7,src/java/org/apache/cassandra/index/internal/CassandraIndex.java,src/java/org/apache/cassandra/index/internal/CassandraIndex.java,MODIFY,623,111
198,198,PrimaryKeyRestrictionSet.java,958aa7c959cb6c2bca4ed62d78974e83a5371787,2015-09-24 10:22:50,16,2,18,src/java/org/apache/cassandra/cql3/restrictions/PrimaryKeyRestrictionSet.java,src/java/org/apache/cassandra/cql3/restrictions/PrimaryKeyRestrictionSet.java,MODIFY,237,59
199,199,PrimaryKeyRestrictionSet.java,0f5e780781ce3f0cb3732515dacc7e467571a7c9,2015-12-18 09:14:57,0,12,12,src/java/org/apache/cassandra/cql3/restrictions/PrimaryKeyRestrictionSet.java,src/java/org/apache/cassandra/cql3/restrictions/PrimaryKeyRestrictionSet.java,MODIFY,227,57
200,200,TableMetrics.java,fa92ae66d3ac6966bd08e7eda06183695dc34905,2015-11-26 15:08:54,31,27,58,src/java/org/apache/cassandra/metrics/TableMetrics.java,src/java/org/apache/cassandra/metrics/TableMetrics.java,MODIFY,733,82
201,201,TableMetrics.java,0f5e780781ce3f0cb3732515dacc7e467571a7c9,2015-12-18 09:14:57,4,1,5,src/java/org/apache/cassandra/metrics/TableMetrics.java,src/java/org/apache/cassandra/metrics/TableMetrics.java,MODIFY,735,82
202,202,ConfigHelper.java,4f3e47bf9edbfefec2f85ecd915ac8fbbc81de8b,2015-12-10 12:33:58,25,1,26,src/java/org/apache/cassandra/hadoop/ConfigHelper.java,src/java/org/apache/cassandra/hadoop/ConfigHelper.java,MODIFY,422,85
203,203,ConfigHelper.java,a7a03887cdfd109d0a0150a4bce1eba9b70494de,2015-12-10 12:41:15,25,1,26,src/java/org/apache/cassandra/hadoop/ConfigHelper.java,src/java/org/apache/cassandra/hadoop/ConfigHelper.java,MODIFY,413,83
204,204,OperationType.java,fc7075a41837301f3866333e0eb5c464715d888c,2015-12-08 12:22:25,2,1,3,src/java/org/apache/cassandra/db/compaction/OperationType.java,src/java/org/apache/cassandra/db/compaction/OperationType.java,MODIFY,26,2
205,205,OperationType.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,2,1,3,src/java/org/apache/cassandra/db/compaction/OperationType.java,src/java/org/apache/cassandra/db/compaction/OperationType.java,MODIFY,41,5
206,206,NodeProbe.java,a808769fc6cc73162109453f30202d86936e1492,2015-12-11 15:16:10,1,0,1,src/java/org/apache/cassandra/tools/NodeProbe.java,src/java/org/apache/cassandra/tools/NodeProbe.java,MODIFY,1144,249
207,207,NodeProbe.java,e2c6341898fa43b0e262ef031f267587050b8d0f,2015-08-03 10:12:47,5,0,5,src/java/org/apache/cassandra/tools/NodeProbe.java,src/java/org/apache/cassandra/tools/NodeProbe.java,MODIFY,1148,250
208,208,Lists.java,9b30d6572fdb988796788ad4c7b8daabdef4e961,2015-12-14 10:17:50,7,6,13,tools/stress/src/org/apache/cassandra/stress/generate/values/Lists.java,tools/stress/src/org/apache/cassandra/stress/generate/values/Lists.java,MODIFY,29,4
209,209,Lists.java,6bd0f7ac1037f7171291e2a8a92d9b013b1a5626,2015-12-27 15:17:09,1,1,2,src/java/org/apache/cassandra/cql3/Lists.java,src/java/org/apache/cassandra/cql3/Lists.java,MODIFY,376,92
