Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
v-3-11-11,org.apache.cassandra.service,DataResolver,executeReadCommand,Long Statement,The length of the statement "ReadCallback handler=new ReadCallback(resolver`ConsistencyLevel.ONE`cmd`Collections.singletonList(source)`queryStartNanoTime);" is 126.,954
v-3-11-11,org.apache.cassandra.service,DataResolver,executeReadCommand,Long Statement,The length of the statement "if (StorageProxy.canDoLocalRequest(source)) StageManager.getStage(Stage.READ).maybeExecuteImmediately(new StorageProxy.LocalReadRunnable(cmd`handler));" is 151.,954
v-3-11-11,org.apache.cassandra.service,ResolveContext,ResolveContext,Long Statement,The length of the statement "this.mergedResultCounter=command.limits().newCounter(command.nowInSec()`true`command.selectsFullPartition()`enforceStrictLiveness);" is 131.,126
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,close,Long Statement,The length of the statement "if (Tracing.isTracing()) Tracing.trace("Timed out while read-repairing after receiving all {} data and digest responses"`blockFor);" is 131.,296
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,MergeListener,Complex Conditional,The conditional expression merged != null && !merged.equals(original) && isQueried(merged) is complex.,334
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,MergeListener,Long Statement,The length of the statement "public void onComplexDeletion( int i` Clustering clustering` ColumnDefinition column` DeletionTime merged` DeletionTime original){" is 130.,334
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,onComplexDeletion,Long Parameter List,The method has 5 parameters. ,354
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,onCell,Complex Conditional,The conditional expression merged != null && !merged.equals(original) && isQueried(merged) is complex.,360
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,onMergedRangeTombstoneMarkers,Long Statement,The length of the statement "String details=String.format("Error merging RTs on %s.%s: command=%s` reversed=%b` merged=%s` versions=%s` sources={%s}` responses:%n %s"`table.ksName`table.cfName`command.toCQLString()`isReversed`merged == null ? "null" : merged.toString(table)`'[' + Joiner.on("` ").join(Iterables.transform(Arrays.asList(versions)`rt -> rt == null ? "null" : rt.toString(table))) + ']'`Arrays.toString(sources)`makeResponsesDebugString());" is 425.,443
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,makeResponsesDebugString,Long Statement,The length of the statement "return Joiner.on("`\n").join(Iterables.transform(getMessages()`m -> m.from + " => " + m.payload.toDebugString(command`partitionKey)));" is 134.,470
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,internalOnMergedRangeTombstoneMarkers,Complex Method,Cyclomatic complexity of the method is 13,476
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,internalOnMergedRangeTombstoneMarkers,Long Statement,The length of the statement "assert marker.isClose(isReversed) && currentDeletion.equals(marker.closeDeletionTime(isReversed)) : String.format("currentDeletion=%s` marker=%s"`currentDeletion`marker.toString(command.metadata()));" is 199.,476
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,internalOnMergedRangeTombstoneMarkers,Long Statement,The length of the statement "if (!(marker.isOpen(isReversed) && currentDeletion.equals(marker.openDeletionTime(isReversed)))) markerToRepair[i]=marker.closeBound(isReversed).invert();" is 154.,476
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,sendRepairMutation,Long Statement,The length of the statement "logger.debug("Encountered an oversized ({}/{}) read repair mutation for table {}.{}` key {}` node {}"`mutationSize`maxMutationSize`command.metadata().ksName`command.metadata().cfName`command.metadata().getKeyValidator().getString(partitionKey.getKey())`destination);" is 266.,590
v-3-11-11,org.apache.cassandra.service,RepairMergeListener,sendRepairMutation,Long Statement,The length of the statement "logger.warn("Encountered an oversized ({}/{}) read repair mutation for table {}.{}` key {}` node {}"`mutationSize`maxMutationSize`command.metadata().ksName`command.metadata().cfName`command.metadata().getKeyValidator().getString(partitionKey.getKey())`destination);" is 265.,590
v-3-11-11,org.apache.cassandra.service,MergeListener,MergeListener,Complex Conditional,The conditional expression merged != null && !merged.equals(original) && isQueried(merged) is complex.,334
v-3-11-11,org.apache.cassandra.service,MergeListener,MergeListener,Long Statement,The length of the statement "public void onComplexDeletion( int i` Clustering clustering` ColumnDefinition column` DeletionTime merged` DeletionTime original){" is 130.,334
v-3-11-11,org.apache.cassandra.service,MergeListener,onComplexDeletion,Long Parameter List,The method has 5 parameters. ,354
v-3-11-11,org.apache.cassandra.service,MergeListener,onCell,Complex Conditional,The conditional expression merged != null && !merged.equals(original) && isQueried(merged) is complex.,360
v-3-11-11,org.apache.cassandra.service,MergeListener,onMergedRangeTombstoneMarkers,Long Statement,The length of the statement "String details=String.format("Error merging RTs on %s.%s: command=%s` reversed=%b` merged=%s` versions=%s` sources={%s}` responses:%n %s"`table.ksName`table.cfName`command.toCQLString()`isReversed`merged == null ? "null" : merged.toString(table)`'[' + Joiner.on("` ").join(Iterables.transform(Arrays.asList(versions)`rt -> rt == null ? "null" : rt.toString(table))) + ']'`Arrays.toString(sources)`makeResponsesDebugString());" is 425.,443
v-3-11-11,org.apache.cassandra.service,MergeListener,makeResponsesDebugString,Long Statement,The length of the statement "return Joiner.on("`\n").join(Iterables.transform(getMessages()`m -> m.from + " => " + m.payload.toDebugString(command`partitionKey)));" is 134.,470
v-3-11-11,org.apache.cassandra.service,MergeListener,internalOnMergedRangeTombstoneMarkers,Complex Method,Cyclomatic complexity of the method is 13,476
v-3-11-11,org.apache.cassandra.service,MergeListener,internalOnMergedRangeTombstoneMarkers,Long Statement,The length of the statement "assert marker.isClose(isReversed) && currentDeletion.equals(marker.closeDeletionTime(isReversed)) : String.format("currentDeletion=%s` marker=%s"`currentDeletion`marker.toString(command.metadata()));" is 199.,476
v-3-11-11,org.apache.cassandra.service,MergeListener,internalOnMergedRangeTombstoneMarkers,Long Statement,The length of the statement "if (!(marker.isOpen(isReversed) && currentDeletion.equals(marker.openDeletionTime(isReversed)))) markerToRepair[i]=marker.closeBound(isReversed).invert();" is 154.,476
v-3-11-11,org.apache.cassandra.service,MergeListener,sendRepairMutation,Long Statement,The length of the statement "logger.debug("Encountered an oversized ({}/{}) read repair mutation for table {}.{}` key {}` node {}"`mutationSize`maxMutationSize`command.metadata().ksName`command.metadata().cfName`command.metadata().getKeyValidator().getString(partitionKey.getKey())`destination);" is 266.,590
v-3-11-11,org.apache.cassandra.service,MergeListener,sendRepairMutation,Long Statement,The length of the statement "logger.warn("Encountered an oversized ({}/{}) read repair mutation for table {}.{}` key {}` node {}"`mutationSize`maxMutationSize`command.metadata().ksName`command.metadata().cfName`command.metadata().getKeyValidator().getString(partitionKey.getKey())`destination);" is 265.,590
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,ShortReadPartitionsProtection,Long Parameter List,The method has 5 parameters. ,694
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,moreContents,Long Statement,The length of the statement "if (command.limits().isExhausted(singleResultCounter) && command.limits().perPartitionCount() == DataLimits.NO_LIMIT) return null;" is 130.,729
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,moreContents,Long Statement,The length of the statement "int toQuery=command.limits().count() != DataLimits.NO_LIMIT ? command.limits().count() - counted(mergedResultCounter) : command.limits().perPartitionCount();" is 157.,729
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,makeFetchAdditionalPartitionReadCommand,Long Statement,The length of the statement "AbstractBounds<PartitionPosition> newBounds=bounds.inclusiveRight() ? new Range<>(lastPartitionKey`bounds.right) : new ExcludingBounds<>(lastPartitionKey`bounds.right);" is 168.,789
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,moreContents,Long Statement,The length of the statement "if (command.limits().isExhausted(singleResultCounter) && command.limits().perPartitionCount() == DataLimits.NO_LIMIT) return null;" is 130.,833
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,countedInCurrentPartition,Long Statement,The length of the statement "return command.limits().isGroupByLimit() ? counter.rowsCountedInCurrentPartition() : counter.countedInCurrentPartition();" is 121.,926
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,makeFetchAdditionalRowsReadCommand,Long Statement,The length of the statement "return SinglePartitionReadCommand.create(command.isForThrift()`command.metadata()`command.nowInSec()`command.columnFilter()`command.rowFilter()`command.limits().forShortReadRetry(toQuery)`partitionKey`filter`command.indexMetadata());" is 233.,936
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,executeReadCommand,Long Statement,The length of the statement "ReadCallback handler=new ReadCallback(resolver`ConsistencyLevel.ONE`cmd`Collections.singletonList(source)`queryStartNanoTime);" is 126.,954
v-3-11-11,org.apache.cassandra.service,ShortReadPartitionsProtection,executeReadCommand,Long Statement,The length of the statement "if (StorageProxy.canDoLocalRequest(source)) StageManager.getStage(Stage.READ).maybeExecuteImmediately(new StorageProxy.LocalReadRunnable(cmd`handler));" is 151.,954
v-3-11-11,org.apache.cassandra.service,ShortReadRowsProtection,moreContents,Long Statement,The length of the statement "if (command.limits().isExhausted(singleResultCounter) && command.limits().perPartitionCount() == DataLimits.NO_LIMIT) return null;" is 130.,833
v-3-11-11,org.apache.cassandra.service,ShortReadRowsProtection,countedInCurrentPartition,Long Statement,The length of the statement "return command.limits().isGroupByLimit() ? counter.rowsCountedInCurrentPartition() : counter.countedInCurrentPartition();" is 121.,926
v-3-11-11,org.apache.cassandra.service,ShortReadRowsProtection,makeFetchAdditionalRowsReadCommand,Long Statement,The length of the statement "return SinglePartitionReadCommand.create(command.isForThrift()`command.metadata()`command.nowInSec()`command.columnFilter()`command.rowFilter()`command.limits().forShortReadRetry(toQuery)`partitionKey`filter`command.indexMetadata());" is 233.,936
v-3-11-11,org.apache.cassandra.service,NativeTransportService,initialize,Long Statement,The length of the statement "org.apache.cassandra.transport.Server.Builder builder=new org.apache.cassandra.transport.Server.Builder().withEventLoopGroup(workerGroup).withProtocolVersionLimit(protocolVersionLimit).withHost(nativeAddr);" is 206.,56
v-3-11-11,org.apache.cassandra.service,NativeTransportService,initialize,Long Statement,The length of the statement "servers=Collections.unmodifiableList(Arrays.asList(builder.withSSL(false).withPort(nativePort).build()`builder.withSSL(true).withPort(nativePortSSL).build()));" is 159.,56
v-3-11-11,org.apache.cassandra.service,NativeTransportService,destroy,Magic Number,The method contains a magic number: 3,135
v-3-11-11,org.apache.cassandra.service,NativeTransportService,destroy,Magic Number,The method contains a magic number: 5,135
v-3-11-11,org.apache.cassandra.service,AbstractWriteResponseHandler,AbstractWriteResponseHandler,Long Parameter List,The method has 7 parameters. ,59
v-3-11-11,org.apache.cassandra.service,AbstractWriteResponseHandler,currentTimeout,Long Statement,The length of the statement "long requestTimeout=writeType == WriteType.COUNTER ? DatabaseDescriptor.getCounterWriteRpcTimeout() : DatabaseDescriptor.getWriteRpcTimeout();" is 142.,113
v-3-11-11,org.apache.cassandra.service,AbstractWriteResponseHandler,assureSufficientLiveNodes,Long Statement,The length of the statement "consistencyLevel.assureSufficientLiveNodes(keyspace`Iterables.filter(Iterables.concat(naturalEndpoints`pendingEndpoints)`isAlive));" is 131.,155
v-3-11-11,org.apache.cassandra.service,CacheService,initKeyCache,Long Statement,The length of the statement "AutoSavingCache<KeyCacheKey`RowIndexEntry> keyCache=new AutoSavingCache<>(kc`CacheType.KEY_CACHE`new KeyCacheSerializer());" is 123.,95
v-3-11-11,org.apache.cassandra.service,CacheService,initKeyCache,Magic Number,The method contains a magic number: 1024,95
v-3-11-11,org.apache.cassandra.service,CacheService,initKeyCache,Magic Number,The method contains a magic number: 1024,95
v-3-11-11,org.apache.cassandra.service,CacheService,initRowCache,Long Statement,The length of the statement "String cacheProviderClassName=DatabaseDescriptor.getRowCacheSizeInMB() > 0 ? DatabaseDescriptor.getRowCacheClassName() : "org.apache.cassandra.cache.NopCacheProvider";" is 167.,117
v-3-11-11,org.apache.cassandra.service,CacheService,initRowCache,Long Statement,The length of the statement "Class<CacheProvider<RowCacheKey`IRowCacheEntry>> cacheProviderClass=(Class<CacheProvider<RowCacheKey`IRowCacheEntry>>)Class.forName(cacheProviderClassName);" is 156.,117
v-3-11-11,org.apache.cassandra.service,CacheService,initRowCache,Long Statement,The length of the statement "throw new RuntimeException("Cannot find configured row cache provider class " + DatabaseDescriptor.getRowCacheClassName());" is 123.,117
v-3-11-11,org.apache.cassandra.service,CacheService,initRowCache,Long Statement,The length of the statement "AutoSavingCache<RowCacheKey`IRowCacheEntry> rowCache=new AutoSavingCache<>(rc`CacheType.ROW_CACHE`new RowCacheSerializer());" is 124.,117
v-3-11-11,org.apache.cassandra.service,CacheService,initCounterCache,Long Statement,The length of the statement "AutoSavingCache<CounterCacheKey`ClockAndCount> cache=new AutoSavingCache<>(ConcurrentLinkedHashCache.<CounterCacheKey`ClockAndCount>create(capacity)`CacheType.COUNTER_CACHE`new CounterCacheSerializer());" is 203.,149
v-3-11-11,org.apache.cassandra.service,CacheService,initCounterCache,Long Statement,The length of the statement "logger.info("Scheduling counter cache save to every {} seconds (going to save {} keys)."`DatabaseDescriptor.getCounterCacheSavePeriod()`keysToSave == Integer.MAX_VALUE ? "all" : keysToSave);" is 190.,149
v-3-11-11,org.apache.cassandra.service,CacheService,initCounterCache,Magic Number,The method contains a magic number: 1024,149
v-3-11-11,org.apache.cassandra.service,CacheService,initCounterCache,Magic Number,The method contains a magic number: 1024,149
v-3-11-11,org.apache.cassandra.service,CacheService,setRowCacheCapacityInMB,Magic Number,The method contains a magic number: 1024,304
v-3-11-11,org.apache.cassandra.service,CacheService,setRowCacheCapacityInMB,Magic Number,The method contains a magic number: 1024,304
v-3-11-11,org.apache.cassandra.service,CacheService,setKeyCacheCapacityInMB,Magic Number,The method contains a magic number: 1024,313
v-3-11-11,org.apache.cassandra.service,CacheService,setKeyCacheCapacityInMB,Magic Number,The method contains a magic number: 1024,313
v-3-11-11,org.apache.cassandra.service,CacheService,setCounterCacheCapacityInMB,Magic Number,The method contains a magic number: 1024,321
v-3-11-11,org.apache.cassandra.service,CacheService,setCounterCacheCapacityInMB,Magic Number,The method contains a magic number: 1024,321
v-3-11-11,org.apache.cassandra.service,CacheService,saveCaches,Magic Number,The method contains a magic number: 3,329
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Complex Conditional,The conditional expression cfs == null || !cfs.metadata.isCounter() || !cfs.isCounterCacheEnabled() is complex.,352
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "ClusteringIndexFilter filter=new ClusteringIndexNamesFilter(FBUtilities.<Clustering>singleton(name.clustering`cfs.metadata.comparator)`false);" is 142.,352
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();RowIterator iter=UnfilteredRowIterators.filter(cmd.queryMemtableAndDisk(cfs`controller)`nowInSec)){" is 165.,352
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "return Pair.create(CounterCacheKey.create(cfs.metadata.ksAndCFName`partitionKey`name.clustering`column`path)`clockAndCount);" is 124.,352
v-3-11-11,org.apache.cassandra.service,CacheService,call,Long Statement,The length of the statement "ClusteringIndexFilter filter=new ClusteringIndexNamesFilter(FBUtilities.<Clustering>singleton(name.clustering`cfs.metadata.comparator)`false);" is 142.,363
v-3-11-11,org.apache.cassandra.service,CacheService,call,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();RowIterator iter=UnfilteredRowIterators.filter(cmd.queryMemtableAndDisk(cfs`controller)`nowInSec)){" is 165.,363
v-3-11-11,org.apache.cassandra.service,CacheService,call,Long Statement,The length of the statement "return Pair.create(CounterCacheKey.create(cfs.metadata.ksAndCFName`partitionKey`name.clustering`column`path)`clockAndCount);" is 124.,363
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();UnfilteredRowIterator iter=cmd.queryMemtableAndDisk(cfs`controller)){" is 135.,414
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "CachedPartition toCache=CachedBTreePartition.create(DataLimits.cqlLimits(rowsToCache).filter(iter`nowInSec`true)`nowInSec);" is 123.,414
v-3-11-11,org.apache.cassandra.service,CacheService,call,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();UnfilteredRowIterator iter=cmd.queryMemtableAndDisk(cfs`controller)){" is 135.,426
v-3-11-11,org.apache.cassandra.service,CacheService,call,Long Statement,The length of the statement "CachedPartition toCache=CachedBTreePartition.create(DataLimits.cqlLimits(rowsToCache).filter(iter`nowInSec`true)`nowInSec);" is 123.,426
v-3-11-11,org.apache.cassandra.service,CacheService,serialize,Long Statement,The length of the statement "SerializationHeader header=new SerializationHeader(false`cfs.metadata`cfs.metadata.partitionColumns()`EncodingStats.NO_STATS);" is 126.,443
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Complex Conditional,The conditional expression cfs == null || !cfs.isKeyCacheEnabled() || (reader=findDesc(generation`cfs.getSSTables(SSTableSet.CANONICAL))) == null is complex.,462
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "throw new IOException(String.format("Corrupted key cache. Key length of %d is longer than maximum of %d"`keyLength`FBUtilities.MAX_UNSIGNED_SHORT));" is 148.,462
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "if (cfs == null || !cfs.isKeyCacheEnabled() || (reader=findDesc(generation`cfs.getSSTables(SSTableSet.CANONICAL))) == null) {" is 125.,462
v-3-11-11,org.apache.cassandra.service,CacheService,deserialize,Long Statement,The length of the statement "RowIndexEntry.IndexSerializer<?> indexSerializer=reader.descriptor.getFormat().getIndexSerializer(reader.metadata`reader.descriptor.version`reader.header);" is 155.,462
v-3-11-11,org.apache.cassandra.service,CounterCacheSerializer,deserialize,Complex Conditional,The conditional expression cfs == null || !cfs.metadata.isCounter() || !cfs.isCounterCacheEnabled() is complex.,352
v-3-11-11,org.apache.cassandra.service,CounterCacheSerializer,deserialize,Long Statement,The length of the statement "ClusteringIndexFilter filter=new ClusteringIndexNamesFilter(FBUtilities.<Clustering>singleton(name.clustering`cfs.metadata.comparator)`false);" is 142.,352
v-3-11-11,org.apache.cassandra.service,CounterCacheSerializer,deserialize,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();RowIterator iter=UnfilteredRowIterators.filter(cmd.queryMemtableAndDisk(cfs`controller)`nowInSec)){" is 165.,352
v-3-11-11,org.apache.cassandra.service,CounterCacheSerializer,deserialize,Long Statement,The length of the statement "return Pair.create(CounterCacheKey.create(cfs.metadata.ksAndCFName`partitionKey`name.clustering`column`path)`clockAndCount);" is 124.,352
v-3-11-11,org.apache.cassandra.service,CounterCacheSerializer,call,Long Statement,The length of the statement "ClusteringIndexFilter filter=new ClusteringIndexNamesFilter(FBUtilities.<Clustering>singleton(name.clustering`cfs.metadata.comparator)`false);" is 142.,363
v-3-11-11,org.apache.cassandra.service,CounterCacheSerializer,call,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();RowIterator iter=UnfilteredRowIterators.filter(cmd.queryMemtableAndDisk(cfs`controller)`nowInSec)){" is 165.,363
v-3-11-11,org.apache.cassandra.service,CounterCacheSerializer,call,Long Statement,The length of the statement "return Pair.create(CounterCacheKey.create(cfs.metadata.ksAndCFName`partitionKey`name.clustering`column`path)`clockAndCount);" is 124.,363
v-3-11-11,org.apache.cassandra.service,RowCacheSerializer,deserialize,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();UnfilteredRowIterator iter=cmd.queryMemtableAndDisk(cfs`controller)){" is 135.,414
v-3-11-11,org.apache.cassandra.service,RowCacheSerializer,deserialize,Long Statement,The length of the statement "CachedPartition toCache=CachedBTreePartition.create(DataLimits.cqlLimits(rowsToCache).filter(iter`nowInSec`true)`nowInSec);" is 123.,414
v-3-11-11,org.apache.cassandra.service,RowCacheSerializer,call,Long Statement,The length of the statement "try (ReadExecutionController controller=cmd.executionController();UnfilteredRowIterator iter=cmd.queryMemtableAndDisk(cfs`controller)){" is 135.,426
v-3-11-11,org.apache.cassandra.service,RowCacheSerializer,call,Long Statement,The length of the statement "CachedPartition toCache=CachedBTreePartition.create(DataLimits.cqlLimits(rowsToCache).filter(iter`nowInSec`true)`nowInSec);" is 123.,426
v-3-11-11,org.apache.cassandra.service,KeyCacheSerializer,serialize,Long Statement,The length of the statement "SerializationHeader header=new SerializationHeader(false`cfs.metadata`cfs.metadata.partitionColumns()`EncodingStats.NO_STATS);" is 126.,443
v-3-11-11,org.apache.cassandra.service,KeyCacheSerializer,deserialize,Complex Conditional,The conditional expression cfs == null || !cfs.isKeyCacheEnabled() || (reader=findDesc(generation`cfs.getSSTables(SSTableSet.CANONICAL))) == null is complex.,462
v-3-11-11,org.apache.cassandra.service,KeyCacheSerializer,deserialize,Long Statement,The length of the statement "throw new IOException(String.format("Corrupted key cache. Key length of %d is longer than maximum of %d"`keyLength`FBUtilities.MAX_UNSIGNED_SHORT));" is 148.,462
v-3-11-11,org.apache.cassandra.service,KeyCacheSerializer,deserialize,Long Statement,The length of the statement "if (cfs == null || !cfs.isKeyCacheEnabled() || (reader=findDesc(generation`cfs.getSSTables(SSTableSet.CANONICAL))) == null) {" is 125.,462
v-3-11-11,org.apache.cassandra.service,KeyCacheSerializer,deserialize,Long Statement,The length of the statement "RowIndexEntry.IndexSerializer<?> indexSerializer=reader.descriptor.getFormat().getIndexSerializer(reader.metadata`reader.descriptor.version`reader.header);" is 155.,462
v-3-11-11,org.apache.cassandra.service,EchoVerbHandler,doVerb,Long Statement,The length of the statement "MessageOut<EchoMessage> echoMessage=new MessageOut<EchoMessage>(MessagingService.Verb.REQUEST_RESPONSE`EchoMessage.instance`EchoMessage.serializer);" is 148.,35
v-3-11-11,org.apache.cassandra.service,DatacenterWriteResponseHandler,DatacenterWriteResponseHandler,Long Parameter List,The method has 7 parameters. ,33
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,ReplicaFilteringProtection,Long Parameter List,The method has 7 parameters. ,112
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,executeReadCommand,Long Statement,The length of the statement "ReadCallback handler=new ReadCallback(resolver`ConsistencyLevel.ONE`cmd`Collections.singletonList(source)`queryStartNanoTime);" is 126.,138
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,executeReadCommand,Long Statement,The length of the statement "if (StorageProxy.canDoLocalRequest(source)) StageManager.getStage(Stage.READ).maybeExecuteImmediately(new StorageProxy.LocalReadRunnable(cmd`handler));" is 151.,138
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,mergeController,Complex Conditional,The conditional expression version == null || (isStatic && version.isEmpty()) is complex.,154
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,mergeController,Complex Method,Cyclomatic complexity of the method is 9,154
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,mergeController,Long Statement,The length of the statement "@Override public UnfilteredRowIterators.MergeListener getRowMergeListener( DecoratedKey partitionKey` List<UnfilteredRowIterator> versions){" is 140.,154
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,getRowMergeListener,Complex Conditional,The conditional expression version == null || (isStatic && version.isEmpty()) is complex.,176
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,getRowMergeListener,Complex Method,Cyclomatic complexity of the method is 9,176
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,onMergedRows,Complex Conditional,The conditional expression version == null || (isStatic && version.isEmpty()) is complex.,196
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,incrementCachedRows,Long Statement,The length of the statement "String message=String.format("Replica filtering protection has cached over %d rows during query %s. " + "(See 'cached_replica_rows_fail_threshold' in cassandra.yaml.)"`cachedRowsFailThreshold`command.toCQLString());" is 215.,246
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,incrementCachedRows,Long Statement,The length of the statement "String message=String.format("Replica filtering protection has cached over %d rows during query %s. " + "(See 'cached_replica_rows_warn_threshold' in cassandra.yaml.)"`cachedRowsWarnThreshold`command.toCQLString());" is 215.,246
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,fetchFromSource,Long Statement,The length of the statement "if (logger.isTraceEnabled()) logger.trace("Requesting rows {} in partition {} from {} for replica filtering protection"`clusterings`key`source);" is 144.,497
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,fetchFromSource,Long Statement,The length of the statement "Tracing.trace("Requesting {} rows in partition {} from {} for replica filtering protection"`clusterings.size()`key`source);" is 123.,497
v-3-11-11,org.apache.cassandra.service,ReplicaFilteringProtection,fetchFromSource,Long Statement,The length of the statement "SinglePartitionReadCommand cmd=SinglePartitionReadCommand.create(command.metadata()`command.nowInSec()`command.columnFilter()`RowFilter.NONE`limits`key`filter);" is 160.,497
v-3-11-11,org.apache.cassandra.service,PartitionBuilder,fetchFromSource,Long Statement,The length of the statement "if (logger.isTraceEnabled()) logger.trace("Requesting rows {} in partition {} from {} for replica filtering protection"`clusterings`key`source);" is 144.,497
v-3-11-11,org.apache.cassandra.service,PartitionBuilder,fetchFromSource,Long Statement,The length of the statement "Tracing.trace("Requesting {} rows in partition {} from {} for replica filtering protection"`clusterings.size()`key`source);" is 123.,497
v-3-11-11,org.apache.cassandra.service,PartitionBuilder,fetchFromSource,Long Statement,The length of the statement "SinglePartitionReadCommand cmd=SinglePartitionReadCommand.create(command.metadata()`command.nowInSec()`command.columnFilter()`RowFilter.NONE`limits`key`filter);" is 160.,497
v-3-11-11,org.apache.cassandra.service,PendingRangeCalculatorService,run,Long Statement,The length of the statement "for ( String keyspaceName : keyspaces) calculatePendingRanges(Keyspace.open(keyspaceName).getReplicationStrategy()`keyspaceName);" is 129.,68
v-3-11-11,org.apache.cassandra.service,PendingRangeCalculatorService,run,Long Statement,The length of the statement "if (logger.isTraceEnabled()) logger.trace("Finished PendingRangeTask for {} keyspaces in {}ms"`keyspaces.size()`System.currentTimeMillis() - start);" is 148.,68
v-3-11-11,org.apache.cassandra.service,PendingRangeCalculatorService,blockUntilFinished,Magic Number,The method contains a magic number: 100,97
v-3-11-11,org.apache.cassandra.service,PendingRangeTask,run,Long Statement,The length of the statement "for ( String keyspaceName : keyspaces) calculatePendingRanges(Keyspace.open(keyspaceName).getReplicationStrategy()`keyspaceName);" is 129.,68
v-3-11-11,org.apache.cassandra.service,PendingRangeTask,run,Long Statement,The length of the statement "if (logger.isTraceEnabled()) logger.trace("Finished PendingRangeTask for {} keyspaces in {}ms"`keyspaces.size()`System.currentTimeMillis() - start);" is 148.,68
v-3-11-11,org.apache.cassandra.service,BatchlogResponseHandler,BatchlogResponseHandler,Long Statement,The length of the statement "super(wrapped.keyspace`wrapped.naturalEndpoints`wrapped.pendingEndpoints`wrapped.consistencyLevel`wrapped.callback`wrapped.writeType`queryStartNanoTime);" is 153.,38
v-3-11-11,org.apache.cassandra.service,LoadBroadcaster,startBroadcasting,Long Statement,The length of the statement "Gossiper.instance.addLocalApplicationState(ApplicationState.LOAD`StorageService.instance.valueFactory.load(StorageMetrics.load.getCount()));" is 140.,82
v-3-11-11,org.apache.cassandra.service,LoadBroadcaster,startBroadcasting,Long Statement,The length of the statement "ScheduledExecutors.scheduledTasks.scheduleWithFixedDelay(runnable`2 * Gossiper.intervalInMillis`BROADCAST_INTERVAL`TimeUnit.MILLISECONDS);" is 138.,82
v-3-11-11,org.apache.cassandra.service,LoadBroadcaster,startBroadcasting,Magic Number,The method contains a magic number: 2,82
v-3-11-11,org.apache.cassandra.service,LoadBroadcaster,run,Long Statement,The length of the statement "Gossiper.instance.addLocalApplicationState(ApplicationState.LOAD`StorageService.instance.valueFactory.load(StorageMetrics.load.getCount()));" is 140.,88
v-3-11-11,org.apache.cassandra.service,StorageServiceMBean,scrub,Long Parameter List,The method has 5 parameters. ,288
